Date,Time,CS20-Case,Shattered-Web-Case,Prisma-Case,Danger-Zone-Case,Horizon-Case,Clutch-Case,Spectrum-2-Case,Operation-Hydra-Case,Spectrum-Case,Glove-Case,Gamma-2-Case,Gamma-Case,Chroma-3-Case,Operation-Wildfire-Case,Revolver-Case,Shadow-Case,Falchion-Case,Chroma-2-Case,Chroma-Case,Operation-Vanguard-Weapon-Case,Operation-Breakout-Weapon-Case,Huntsman-Weapon-Case,Operation-Phoenix-Weapon-Case,CS:GO-Weapon-Case-3,Winter-Offensive-Weapon-Case,CS:GO-Weapon-Case-2,Operation-Bravo-Case,CS:GO-Weapon-Case,Prisma-2-Case
24/03/2020,17:33:14,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,17:43:14,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,17:55:49,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,18:04:20,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,18:14:07,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,18:24:13,405526,71687,467476,360836,700784,856737,1118953,2148,315938,157081,400345,408074,483204,127710,259894,187832,102942,471722,32284,21550,136020,4453,125556,4337,1334,1988,571,664,1
24/03/2020,20:13:50,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,20:23:42,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,20:33:29,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,20:55:29,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,21:03:46,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,21:13:13,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,21:23:36,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,21:33:17,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
24/03/2020,21:43:17,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
25/03/2020,03:44:53,409335,71962,469535,363018,700402,861991,1114700,2148,319257,160011,406032,409307,481227,127238,259408,188267,102942,471596,32284,21550,137487,4464,124979,4337,1334,1988,571,699,1
25/03/2020,15:56:16,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,16:03:36,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,16:14:05,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,16:23:25,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,16:33:34,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,16:43:24,406597,76536,464509,368137,699404,867420,1132950,2310,324881,160460,414299,408677,478551,127307,262841,186971,104226,481812,31858,19260,133079,4418,124455,4250,1264,1998,639,689,1
25/03/2020,18:53:34,409299,75918,460596,365953,700444,868657,1134809,2220,325417,160002,410624,409155,479005,126523,263045,187757,104532,480932,31399,19288,131947,4443,126072,4248,1224,2036,642,633,1
25/03/2020,19:03:19,409228,75960,460633,365966,700632,868870,1135088,2220,325153,160166,410720,409100,479210,126507,263054,187724,104495,480886,31388,19278,132031,4439,125996,4206,1227,2021,645,638,1
25/03/2020,19:13:33,409103,75947,460458,365782,700766,868901,1134419,2219,325068,160222,410856,409102,479316,126514,263008,187714,104466,480796,31368,19269,132174,4432,126137,4205,1230,2023,648,639,1
25/03/2020,19:24:24,409070,75962,460436,365836,700812,869338,1129489,2220,325053,160170,410974,409005,479334,126536,262937,187705,104414,480687,31343,19252,132111,4433,126015,4205,1229,2029,649,641,1
25/03/2020,19:33:27,409197,75805,459861,365834,700387,869498,1120919,2225,325014,160292,410998,409017,479305,126542,262965,187742,104380,480693,31309,19260,132292,4433,126026,4183,1231,2036,649,644,1
25/03/2020,19:44:35,409254,75845,459916,365829,700139,869946,1114744,2221,324929,160276,410754,408970,479364,126662,263009,187678,104427,480686,31301,19266,132391,4441,126086,4183,1234,2037,649,643,1
25/03/2020,19:53:29,409238,75908,460016,366132,699709,870224,1106233,2221,324854,160321,410774,408999,479491,126794,263016,187708,104451,480689,31312,19237,132318,4438,126025,4162,1234,2037,651,644,1
26/03/2020,00:23:51,409990,76476,460141,369265,701070,872515,1110453,2119,325203,161519,412834,409745,480433,126327,263344,188377,104660,481265,31557,19357,133043,4401,125497,4245,1244,2035,654,645,1
26/03/2020,00:33:33,410004,76463,460187,369281,701174,873334,1110630,2118,325294,161553,411716,409782,480364,126385,263372,188377,104705,481289,31420,19359,133004,4369,125410,4247,1244,2036,655,645,1
26/03/2020,00:43:24,410028,76517,460140,369217,701345,874336,1111156,2118,325468,161536,411837,409756,480188,126370,263403,188393,104718,481295,31425,19339,132850,4366,125310,4246,1236,2035,655,647,1
26/03/2020,00:53:31,409990,76511,460068,369085,701326,874615,1111116,2114,325417,161488,411797,409734,479616,126401,263367,188355,104711,481262,31436,19336,132851,4353,125346,4248,1231,2033,654,645,1
26/03/2020,01:13:30,410146,76687,460102,369228,701281,875094,1111567,2126,325589,161669,411827,409388,476117,126442,262904,188374,104606,481279,31416,19427,132919,4349,125286,4248,1226,2034,657,641,1
26/03/2020,01:57:01,410363,76745,460442,369311,701339,874968,1113821,2129,325324,161675,411810,409483,473668,126457,262922,188369,104539,481137,31420,19413,132840,4343,124999,4236,1207,2027,655,643,1
26/03/2020,02:03:40,410530,76736,460466,369363,701354,874916,1114018,2129,325301,161657,411831,409469,473655,126460,262912,188390,104544,481115,31424,19412,132788,4341,124941,4237,1207,2029,654,641,1
26/03/2020,02:13:35,410473,76692,460458,369406,701219,874833,1114460,2130,325782,160953,411704,409769,473595,126669,262895,188377,104519,481141,31441,19426,131966,4339,124893,4241,1208,2031,655,640,1
26/03/2020,02:23:32,410457,76654,460493,369454,701236,874796,1114689,2132,325800,160995,411659,409994,473584,126663,262882,188389,104490,481022,31442,19424,131821,4338,124994,4245,1208,2031,657,642,1
26/03/2020,02:33:38,410040,76733,460799,369464,701221,874818,1115188,2129,325722,161151,411642,409958,473688,126881,262880,188404,104472,480965,31443,19426,131765,4336,125001,4249,1209,2032,658,642,1
26/03/2020,02:43:35,409544,76856,460725,369476,701178,874643,1115478,2124,325693,161032,411662,409847,473746,127088,262890,188397,104496,480977,31444,19423,131690,4345,124925,4253,1209,2031,658,642,1
26/03/2020,11:59:57,411070,75502,467066,370703,703217,876432,1141510,2230,325783,159331,411570,410199,469180,127605,264223,188840,104819,480471,32013,19199,130323,4442,124523,4466,1219,2035,650,602,1
26/03/2020,12:04:53,411070,75486,467109,370703,703217,876426,1141510,2230,325783,159358,411641,410259,469314,127605,264230,188885,104832,480542,32160,19191,130333,4445,124466,4463,1223,2035,649,603,1
26/03/2020,12:15:07,411163,75462,467363,370777,703212,876677,1142070,2225,325826,159314,411636,410313,469530,127955,264233,188886,104823,480583,32144,19182,130339,4442,124424,4458,1223,2036,649,604,1
26/03/2020,12:24:43,411384,75473,467366,370819,703250,877056,1142413,2221,325829,159393,411608,410272,469274,128056,264029,188885,104441,480616,32063,19178,130261,4420,124597,4461,1223,2035,650,604,1
26/03/2020,13:43:29,411669,76122,467730,369963,703670,877874,1145247,2231,327249,159735,412516,411007,471140,127978,264154,189173,104655,481583,32178,19251,129797,4400,124577,4410,1209,2037,646,605,1
26/03/2020,13:53:32,411868,76164,467890,369958,703669,877959,1145724,2234,327420,159852,412806,411019,471249,128003,264033,189250,104292,481993,32098,19241,130084,4406,124539,4395,1214,1999,649,609,1
26/03/2020,14:03:14,412555,76121,468045,370362,703718,877656,1146155,2227,327548,159957,413024,411230,471290,128098,264082,189360,104223,482037,32084,19238,130068,4407,124553,4395,1207,1997,649,611,1
26/03/2020,14:13:55,413024,76206,468013,370312,703743,877508,1146395,2224,327966,159998,413282,411194,471610,128258,264079,189388,104239,482378,32076,19224,129921,4403,124541,4486,1206,1993,649,612,1
28/03/2020,22:11:14,417261,75528,472947,377437,702888,914586,1183640,1983,339032,161568,413347,397950,481175,116198,260818,190007,103728,477070,34322,19569,131397,4181,119194,4333,964,2028,532,535,1
31/03/2020,22:36:30,423243,97456,497128,400287,689069,952366,1244161,2365,351602,182302,424513,402089,476696,119560,264927,195042,107441,474953,34866,21998,134622,4099,121859,4679,953,1816,658,663,1
31/03/2020,22:47:27,423417,97461,497199,400811,689001,952468,1244717,2367,351617,182357,424694,401541,476850,119590,264901,195208,107392,474929,34839,22058,134468,4086,121829,4682,955,1814,653,663,1
31/03/2020,22:57:40,423519,97744,497150,401278,689049,953055,1245144,2375,351497,182454,424831,401051,476970,119624,264886,195258,107367,474795,34835,22054,134378,4087,121770,4683,955,1816,653,662,1
31/03/2020,23:07:28,423774,97768,497017,401662,689163,953097,1245486,2375,351483,182497,424800,400993,477242,119625,265038,195256,107308,475085,34814,22063,134484,4101,121775,4689,955,1816,648,657,1
31/03/2020,23:17:20,423992,97584,497200,402241,689301,953515,1245744,2372,351451,182830,425643,400895,477175,119626,265301,195234,107546,475086,34819,22049,134409,4118,121859,4689,956,1810,646,656,1
31/03/2020,23:26:34,423843,97571,497044,402458,689154,953807,1246022,2372,351588,182932,425557,401114,477126,119599,265246,195241,107705,475008,34806,22049,134491,4115,121824,4689,953,1806,639,658,1
31/03/2020,23:36:52,423890,97463,497079,402726,689363,954027,1246601,2367,351768,183099,425707,401336,477164,119551,265448,195227,107714,475280,34883,22054,134420,4237,122024,4691,951,1796,637,659,1
31/03/2020,23:46:50,424208,97726,497083,402860,689255,954162,1247024,2371,351685,183102,425839,401160,477041,119652,265746,195251,107769,475403,34835,22055,134325,4234,121953,4686,947,1797,637,654,1
31/03/2020,23:56:55,424576,97756,496525,403115,689391,954586,1246998,2370,351327,183103,426016,401283,477011,119845,265709,195199,107714,475436,34827,22062,134334,4233,121898,4692,949,1799,633,654,1
01/04/2020,00:06:51,424602,97930,496444,403294,689399,954857,1247062,2371,351243,183152,426052,401303,477081,119876,265897,195113,107811,475425,34814,22078,134504,4238,121903,4692,948,1800,633,649,1
03/04/2020,18:21:41,433445,91784,503396,403508,695462,990404,1255240,2406,349365,187925,425552,401257,450920,121613,261037,198028,110473,481875,37857,22233,136706,4691,123383,4138,1425,2191,773,754,1
03/04/2020,18:58:20,433390,91874,504391,404676,694309,989647,1254142,2407,349280,188189,424985,401244,448915,121608,261029,197920,110367,481998,37850,22256,135590,4691,123131,4222,1423,2188,773,754,1
03/04/2020,19:06:08,433225,91895,504520,404652,693893,989162,1254711,2408,349224,188281,424862,400463,447102,121649,261039,197885,110393,482047,37846,22274,135593,4692,123084,4223,1423,2190,772,752,1
03/04/2020,19:16:06,433438,91867,504125,403945,694560,989623,1255124,2415,348801,186473,424708,399749,446657,121594,260925,197878,110414,482121,37867,22267,135470,4687,123006,4223,1419,2190,774,753,1
03/04/2020,19:26:31,433441,91947,504056,403532,694330,989905,1255143,2423,348805,185770,424920,398624,443715,121618,260946,197855,110379,482317,37921,22252,135411,4648,122945,4222,1416,2182,774,754,1
03/04/2020,19:36:29,433548,92008,504173,403579,694102,990697,1254424,2392,348543,185392,424907,398330,443470,121631,260964,197859,110384,482200,37938,22250,135452,4647,122964,4221,1443,2177,776,757,1
03/04/2020,19:46:40,433665,92023,504185,403389,694162,991606,1254577,2387,348532,185729,424789,396934,442161,121677,261086,197921,110394,481800,37935,22236,135488,4611,122819,4206,1443,2166,777,759,1
03/04/2020,19:56:33,433888,92012,504280,403562,693032,991765,1254690,2388,348720,185815,424824,395978,441948,121730,261046,197945,110372,481710,37953,22235,135551,4611,122848,4207,1448,2165,777,759,1
03/04/2020,20:06:58,433886,91991,504358,403598,692969,991816,1254253,2390,348824,185772,425219,395680,442427,121982,261044,198138,110336,481444,37914,22227,135196,4612,122865,4149,1441,2166,778,758,1
03/04/2020,20:17:49,434110,92029,504434,403863,693411,992190,1253975,2389,347479,185641,425289,395878,441906,122080,261106,198187,110373,481710,37915,22233,135333,4608,122792,4151,1440,2171,781,759,1
03/04/2020,20:27:16,434549,91935,504355,404189,693456,992453,1254066,2386,347681,185686,425493,395870,440659,122120,261061,198323,110388,481752,37746,22255,135551,4589,122747,4149,1437,2161,781,761,1
03/04/2020,20:36:42,434593,92015,504101,403916,693571,992380,1254906,2386,347832,185651,425332,395749,440933,122178,261103,198354,110348,481877,37584,22250,135609,4590,122736,4172,1433,2183,779,758,1
03/04/2020,20:46:29,434688,91790,504141,404086,693620,992787,1255068,2388,347741,185791,425567,395875,441295,122189,261129,198374,110374,481933,37601,22210,135950,4593,122705,4173,1436,2181,780,754,1
03/04/2020,20:56:40,434842,91585,504241,404632,693696,992946,1254004,2386,347511,185795,425415,396149,439734,122333,261151,198378,110361,481905,37568,22208,136024,4588,122813,4170,1433,2179,780,753,1
03/04/2020,21:06:27,434897,91543,504211,404933,693761,993255,1254288,2385,347464,185914,424919,396596,439759,122461,261224,198363,110328,481949,37569,22193,135708,4578,122833,4171,1432,2180,777,746,1
03/04/2020,21:16:58,434895,91342,504390,405060,693789,993839,1253824,2392,347491,185990,424940,396044,439665,122525,261296,198290,110370,481970,37598,22175,135739,4568,122812,4168,1437,2184,776,750,1
03/04/2020,21:26:51,434861,91210,504415,405498,693837,993743,1252833,2393,347409,186010,424764,396081,437375,122555,261425,198331,110364,481914,37623,22180,135529,4556,122737,4169,1439,2185,780,747,1
03/04/2020,21:36:20,434648,90644,504905,406044,693903,994533,1253355,2403,347505,186012,424862,396115,436256,122537,261388,198473,110487,481814,37666,22188,135690,4558,122821,4168,1441,2186,781,745,1
03/04/2020,21:46:04,434712,90512,504773,406112,693905,994924,1253487,2401,347431,186049,425192,396117,435384,122543,261480,198479,110454,481753,37679,22196,135714,4564,123271,4173,1445,2184,777,746,1
03/04/2020,21:56:07,434849,90333,505019,406166,694007,995309,1253702,2404,347279,186134,425336,395948,435421,122521,261443,198423,110403,481831,37680,22279,135641,4558,123233,4177,1440,2186,782,748,1
03/04/2020,22:06:33,434828,90291,505100,406138,694055,995239,1253800,2410,347192,186211,425056,396141,432914,122730,261435,198349,110336,482199,37677,22301,135779,4579,123335,4185,1439,2183,780,748,1
03/04/2020,22:16:46,434911,90353,504898,405973,694106,995103,1253571,2409,346891,186196,425107,396162,430495,122607,261365,198370,110291,482322,37691,22293,135682,4585,123564,4185,1435,2186,780,747,1
03/04/2020,22:26:13,434631,90464,504834,405868,694077,995111,1253010,2408,346707,186315,425667,396212,429636,122645,261172,198345,110389,482447,37689,22293,135613,4598,123506,4185,1435,2188,781,746,1
03/04/2020,22:36:10,434394,90477,504282,405907,693694,995097,1253243,2404,346417,186343,425795,396234,427893,122682,261039,197891,110451,482484,37697,22283,135588,4591,123525,4182,1442,2187,782,746,1
03/04/2020,22:49:15,434368,90190,504656,405973,693743,994965,1253161,2403,346174,186506,425964,396364,428137,122812,261000,197910,110552,482585,37655,22260,135828,4593,123451,4182,1445,2191,779,743,1
03/04/2020,22:56:29,434466,90164,504889,405918,693974,995001,1253633,2402,346112,186127,425998,396441,423175,122790,261030,197778,110554,482594,37667,22253,135821,4596,123455,4223,1446,2180,778,726,1
03/04/2020,23:06:27,434392,90134,504812,405805,693908,995049,1252992,2408,345865,186044,426074,396370,421811,122799,261071,197728,110568,482160,37869,22241,135621,4592,123420,4220,1444,2191,776,722,1
03/04/2020,23:17:09,434327,90080,504099,406166,693645,995424,1252722,2405,345782,185860,426186,395116,421816,122897,261129,197798,110554,482129,37888,22240,135885,4591,123440,4221,1439,2192,774,718,1
03/04/2020,23:27:26,434388,90046,504031,406017,693430,995403,1252870,2406,345757,185890,426005,395168,421170,122966,260425,197810,110547,482028,37956,22243,135783,4579,123296,4211,1442,2191,773,715,1
03/04/2020,23:36:28,434583,90011,504350,406111,692925,995446,1251830,2402,345422,185879,425766,395270,420256,122957,260452,197775,110619,481811,37925,22239,135715,4582,123213,4311,1438,2187,772,715,1
03/04/2020,23:47:11,434072,89722,504327,406085,692900,995504,1252008,2395,345305,185963,425694,395534,420260,123189,260410,197550,110529,481641,37908,22247,135739,4586,123143,4307,1444,2196,772,715,1
03/04/2020,23:56:22,433932,89703,503329,405876,692871,995628,1252600,2397,345130,185867,425764,395570,420043,123138,260412,197412,110544,481754,37980,22246,135861,4594,123273,4312,1450,2188,771,714,1
04/04/2020,10:27:53,432864,89095,504743,404332,695907,999059,1260542,2478,339023,182402,424355,394178,418984,125149,261598,197690,110784,481669,37331,22259,133999,4545,122119,4530,1296,2148,740,680,1
04/04/2020,10:35:52,432816,87961,504738,404499,696323,999139,1260639,2476,338660,181521,424384,394029,419000,125182,261610,197749,110821,481768,37328,22355,134015,4549,122132,4532,1296,2151,742,683,1
04/04/2020,10:45:53,432168,86272,504899,404654,696530,999213,1260445,2479,338380,180010,424464,394131,419547,125199,261157,197827,110948,481780,37367,22420,134145,4569,122157,4534,1295,2151,739,687,1
04/04/2020,10:56:03,432374,85793,504618,404623,696650,999430,1259563,2457,337931,179180,424655,394216,419491,125199,261269,197820,110966,481914,37369,22346,134364,4572,122108,4534,1294,2154,740,687,1
04/04/2020,11:05:44,432308,86079,504530,404810,696720,998975,1259785,2460,337499,178719,425359,394245,419551,125196,261354,197866,111009,481878,37472,22350,134367,4570,122069,4537,1299,2151,735,685,1
04/04/2020,11:15:46,432492,85586,504350,405005,696366,998799,1260250,2476,337120,176980,425713,394269,419460,125306,261379,197934,111087,482133,37520,22350,134308,4572,122014,4531,1297,2150,737,685,1
04/04/2020,11:25:51,432588,85410,504480,404910,696042,999030,1260737,2475,337202,176035,426001,394530,419621,125268,261290,198041,111141,482373,37529,22357,134279,4583,121976,4526,1297,2168,740,685,1
04/04/2020,13:06:51,432886,85560,504110,405425,696419,1000713,1262108,2485,338328,175005,426743,393024,419329,125903,262251,198327,111469,483818,37600,22286,134515,4700,122487,4741,1303,2151,751,678,1
04/04/2020,13:35:10,431338,85759,504249,406618,693955,1000659,1264085,2482,338943,175244,427019,393136,419928,126231,262307,199017,112165,484342,37755,22287,134299,4701,122767,4889,1311,2149,739,665,1
04/04/2020,14:03:51,431413,86615,504186,407154,694375,999727,1261701,2494,339018,174682,427048,393999,419793,126321,262510,199113,111555,484313,37671,22302,134593,4717,122776,4859,1319,2154,742,701,1
04/04/2020,14:33:51,431610,86561,503226,406251,694154,1000536,1262692,2488,338735,174725,427897,394661,419458,126424,262700,199318,111787,483417,37697,22364,135519,4734,122803,4849,1318,2160,739,701,1
04/04/2020,19:38:36,430194,86910,504740,408183,693728,997047,1254835,2313,337047,174373,428965,393969,418185,126934,264011,199801,111919,487231,38301,22559,135353,4805,123419,4894,1373,2267,755,710,1
04/04/2020,20:01:35,429557,87037,504764,408837,693700,997251,1252817,2320,336604,173722,429684,394303,418302,126931,264303,199812,111900,487302,38530,22718,135749,4804,123444,4893,1386,2268,757,710,1
04/04/2020,20:33:10,429582,87818,504722,409046,693305,997188,1251296,2323,337092,173694,430241,394669,416176,127314,264532,199737,111376,487637,38451,22713,135352,4796,123326,4902,1386,2275,754,712,1
05/04/2020,11:29:56,399639,91224,506385,414342,691723,1000409,1253754,2337,331092,170342,432778,395316,402950,129033,266424,200014,107139,489871,39137,22457,135477,4685,121762,4786,1413,2257,720,738,1
05/04/2020,11:36:17,399486,91263,506385,414342,691657,1000512,1253754,2348,331092,170347,432766,395337,402973,129030,266430,200064,107098,489956,39128,22444,135511,4692,121729,4783,1413,2254,718,739,1
05/04/2020,11:45:50,399570,91515,506355,414408,691956,1000778,1254282,2346,331129,170357,433011,395416,402970,129045,266432,200111,107084,490032,39140,22425,135511,4692,121759,4781,1414,2261,725,743,1
05/04/2020,11:56:38,399692,91517,506396,414437,692269,1001026,1254179,2351,331212,170397,433423,395065,403174,129036,266385,200322,107054,490103,39136,22452,135795,4690,121827,4782,1413,2250,726,743,1
05/04/2020,12:06:17,399744,91717,506372,414616,692382,1001085,1253844,2348,331277,170419,433525,395131,403180,129041,266406,200344,107034,490112,39102,22471,135911,4686,121914,4782,1415,2244,725,743,1
05/04/2020,12:16:04,399931,91697,506485,414846,692801,1001824,1253218,2347,331436,169935,433631,395326,401810,129337,266437,200427,107046,490094,39099,22472,135827,4684,121903,4781,1417,2243,725,744,1
05/04/2020,12:25:53,400016,91681,506447,414798,692585,1001608,1252886,2350,331532,169978,433250,395362,401460,129352,266436,200427,107016,489739,39097,22467,135777,4686,121887,4788,1417,2248,725,745,1
05/04/2020,12:36:05,400195,91706,506548,414756,692649,1001934,1252453,2352,331595,170041,433522,395451,401238,129272,266402,200495,107044,489759,39085,22459,135827,4687,121869,4792,1420,2248,727,744,1
05/04/2020,12:45:55,400326,91771,506656,414968,692947,1002028,1252327,2355,331599,170135,433754,395580,400668,129277,266410,200522,107024,489833,39008,22461,136050,4688,121887,4793,1419,2244,727,746,1
05/04/2020,12:55:46,400280,91809,506745,415096,693539,1002454,1252014,2355,331592,170205,433779,395569,400407,129268,266427,200567,107032,489969,38999,22467,136015,4688,121903,4794,1412,2246,729,744,1
05/04/2020,13:05:48,400202,91501,506783,415193,693630,1002409,1251734,2345,331624,170104,433825,395610,400300,129278,266451,200587,107017,489846,39011,22466,135933,4696,121897,4793,1411,2247,731,749,1
05/04/2020,13:16:19,400168,91524,507108,415128,693724,1002644,1251495,2333,331596,170174,433363,395573,400251,129322,266412,200606,107019,489838,39014,22477,135919,4698,121909,4791,1417,2279,732,751,1
05/04/2020,13:26:17,400175,91440,507250,415040,693781,1002848,1251241,2337,331677,170136,433669,395624,400226,129355,266370,200684,107020,489871,39014,22566,135852,4694,121947,4793,1417,2279,731,748,1
05/04/2020,13:36:22,399894,91585,507674,415185,693310,1002778,1250590,2348,331697,170100,433649,395529,400288,129360,266374,200698,106998,489893,39017,22568,135808,4703,122039,4793,1417,2278,734,747,1
05/04/2020,13:46:08,400130,91540,507648,415162,693269,1003037,1250753,2346,331528,170023,433586,395373,400296,129394,266269,200664,106937,489861,38941,22571,135842,4702,122007,4790,1417,2279,735,744,1
05/04/2020,13:56:11,400331,91558,507566,415210,693311,1003199,1250991,2351,331295,170030,432548,395244,400264,129337,266218,200773,106900,489746,38922,22572,135318,4701,121973,4790,1417,2279,734,742,1
05/04/2020,14:06:30,400266,91552,507622,415134,693218,1003205,1251176,2349,331245,170185,432349,395332,400159,129356,266218,200858,106951,489653,38960,22576,135118,4697,121960,4788,1419,2279,732,744,1
05/04/2020,14:16:09,400217,91670,507639,415243,693493,1003042,1250973,2349,331295,170159,432471,395508,400355,129291,266235,200823,106973,489711,38971,22575,135127,4694,121970,4790,1419,2277,732,743,1
05/04/2020,14:26:20,400275,91723,507637,415218,693744,1003107,1250841,2349,331280,170368,432512,395696,400332,129273,265948,200749,106938,489755,38982,22554,135062,4691,121963,4777,1421,2280,730,742,1
05/04/2020,14:36:06,400240,91574,507453,415261,693490,1003165,1250408,2319,330910,170374,432448,395727,400299,129074,265956,200719,106908,489741,38981,22553,135029,4693,121977,4777,1424,2276,731,743,1
05/04/2020,14:46:10,400231,91503,507094,415152,693324,1003180,1250085,2319,330693,170381,432366,395782,400287,129299,266029,200741,106898,490081,38968,22541,134906,4696,122070,4775,1425,2276,730,742,1
05/04/2020,14:55:57,400442,91703,506987,415379,693650,1003804,1250669,2322,329983,170634,432178,395429,400360,129424,266006,200937,106907,490020,38965,22540,134916,4692,122103,4785,1427,2265,734,745,1
05/04/2020,15:06:14,400394,91769,507049,415385,693754,1004228,1250587,2326,329718,170810,432060,395692,400263,129441,266014,201219,106959,490003,38969,22536,135052,4680,122209,4783,1428,2267,735,745,1
05/04/2020,15:16:09,400564,91916,507641,415277,694239,1005061,1251245,2333,329549,170739,432079,396044,400227,129427,266034,200913,106872,489949,38962,22529,135144,4676,122223,4782,1427,2267,737,752,1
05/04/2020,15:26:08,400576,92256,508107,415377,694283,1005354,1251420,2335,329435,170621,432388,395837,400235,129434,266010,200985,106875,489937,39051,22511,135467,4679,122256,4778,1427,2269,737,754,1
05/04/2020,15:36:18,400481,92358,508409,415624,694235,1006357,1252230,2332,329399,170775,432503,395769,400194,129413,266026,200937,106888,489877,39154,22514,135405,4673,122243,4760,1429,2270,738,757,1
05/04/2020,15:45:54,400604,92213,508788,415680,694263,1006075,1252401,2331,329486,171023,432510,395753,399823,129373,265927,200188,106910,489904,39158,22510,135576,4675,122209,4753,1430,2267,739,758,1
05/04/2020,15:56:34,400796,92147,508949,415759,694363,1006177,1252799,2326,329395,170968,432487,395784,399837,129401,265934,200195,106885,489957,39229,22511,135625,4669,122221,4841,1433,2268,744,765,1
05/04/2020,16:06:47,400430,92104,509047,415887,694348,1005706,1250275,2333,329587,171093,432555,395910,399557,129373,265925,200298,107019,490125,39302,22547,135567,4667,122129,4813,1433,2268,744,764,1
05/04/2020,16:16:39,401077,92320,509317,415532,694522,1004647,1252723,2328,329507,171240,432704,395807,399590,129334,265928,200337,106966,490197,39305,22565,135536,4681,122338,4761,1438,2244,744,766,1
05/04/2020,16:26:37,401278,92069,509310,415758,694513,1004478,1252980,2334,329692,171402,432995,395828,399974,129205,265940,200314,106973,490386,39313,22550,135607,4662,122380,4811,1437,2244,744,766,1
05/04/2020,16:35:59,401216,92160,509454,415836,694812,1003652,1253203,2336,329547,171442,433084,395843,400013,129222,265968,200310,107413,490321,39341,22540,135646,4673,122387,4861,1440,2245,743,762,1
05/04/2020,16:46:34,401707,92104,509746,415936,694820,1002667,1253304,2335,329538,171451,433064,396396,400452,129322,266010,200252,107415,490141,39498,22560,135643,4691,122463,4860,1430,2246,741,757,1
05/04/2020,16:55:50,401625,92292,510134,416022,694848,1002647,1252217,2334,329277,171726,433060,396458,400513,129328,266017,200282,107482,490150,39490,22589,135686,4700,122611,4858,1429,2248,742,759,1
