HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['0309s', 43.02, 2584, 3422, 0]
['0509', 42.99, 7709, 10221, 0]
['0310', 42.6, 7653, 10312, 0]
['0506s', 42.59, 2568, 3462, 0]
['0607', 42.38, 7633, 10379, 0]
['0210', 42.23, 7625, 10430, 0]
['0407s', 42.22, 2573, 3521, 0]
['0508', 41.58, 7509, 10551, 0]
['0406s', 41.35, 2491, 3533, 0]
['0405s', 41.33, 2477, 3516, 0]
['0308s', 41.16, 2487, 3555, 0]
['0409', 41.15, 7475, 10690, 0]
['0208s', 40.78, 2404, 3491, 0]
['0507', 40.49, 7292, 10718, 0]
['0307s', 40.33, 2416, 3575, 0]
['0506', 39.94, 7238, 10885, 0]
['0309', 39.63, 7295, 11115, 0]
['0305s', 39.6, 2396, 3655, 0]
['0306s', 39.31, 2367, 3655, 0]
['0408', 38.91, 6987, 10970, 0]
['0209', 38.57, 7053, 11231, 0]
['0207s', 38.31, 2366, 3810, 0]
['0304s', 38.26, 2329, 3759, 0]
['0407', 38.22, 6885, 11129, 0]
['0405', 38.18, 6921, 11206, 0]
['0206s', 38.02, 2249, 3666, 0]
['0205s', 37.62, 2300, 3813, 0]
['0308', 37.46, 6747, 11264, 0]
['0204s', 37.44, 2265, 3784, 0]
['0406', 37.05, 6710, 11399, 0]
['0208', 36.71, 6544, 11283, 0]
['0305', 36.55, 6594, 11447, 0]
['0307', 36.53, 6646, 11548, 0]
['0203s', 36.32, 2214, 3882, 0]
['0306', 36.2, 6529, 11506, 0]
['0304', 35.69, 6480, 11674, 0]
['0207', 34.51, 6286, 11931, 0]
['0205', 34.36, 6302, 12040, 0]
['0206', 33.98, 6164, 11978, 0]
['0204', 33.38, 6069, 12115, 0]
['0203', 32.67, 5886, 12133, 0]
