HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['0408s', 43.14, 2552, 3364, 0]
['0310', 42.8, 7696, 10286, 0]
['0509', 42.64, 7747, 10422, 0]
['0209s', 42.45, 2639, 3578, 0]
['0406s', 42.17, 2530, 3469, 0]
['0607', 41.85, 7601, 10561, 0]
['0508', 41.66, 7510, 10517, 0]
['0405s', 41.34, 2459, 3489, 0]
['0409', 41.18, 7436, 10622, 0]
['0407s', 41.08, 2459, 3527, 0]
['0210', 41.02, 7414, 10658, 0]
['0507', 40.88, 7438, 10757, 0]
['0308s', 40.4, 2406, 3550, 0]
['0305s', 40.32, 2394, 3544, 0]
['0208s', 40.17, 2439, 3633, 0]
['0309', 39.97, 7189, 10799, 0]
['0506', 39.86, 7231, 10909, 0]
['0306s', 39.71, 2339, 3551, 0]
['0307s', 39.69, 2379, 3615, 0]
['0408', 39.23, 7029, 10890, 0]
['0304s', 38.96, 2377, 3724, 0]
['0209', 38.77, 6981, 11024, 0]
['0407', 38.55, 6963, 11099, 0]
['0405', 38.28, 6988, 11266, 0]
['0406', 37.89, 6830, 11198, 0]
['0206s', 37.86, 2270, 3726, 0]
['0308', 37.74, 6899, 11379, 0]
['0205s', 37.69, 2303, 3807, 0]
['0207s', 37.64, 2244, 3717, 0]
['0208', 37.22, 6800, 11472, 0]
['0307', 36.99, 6693, 11400, 0]
['0204s', 36.43, 2207, 3851, 0]
['0305', 36.28, 6502, 11418, 0]
['0203s', 35.95, 2172, 3869, 0]
['0306', 35.93, 6481, 11556, 0]
['0304', 35.48, 6492, 11807, 0]
['0207', 34.59, 6349, 12004, 0]
['0205', 34.43, 6229, 11861, 0]
['0206', 33.78, 6087, 11932, 0]
['0204', 33.31, 5986, 11986, 0]
['0203', 32.46, 5898, 12272, 0]
